Segundos, R, G, B
0, 101.395996928015, 62.0856537122125,71.5864683491001
0.0333333333333333, 101.392214208998, 62.0825387282382,71.5810296471768
0.0666666666666667, 101.397956730366, 62.0827757741784,71.5843783384168
0.1, 101.376479032716, 62.0905248393492,71.5646167198248
0.133333333333333, 101.376425613913, 62.0912960733236,71.5687533384157
0.166666666666667, 101.379760950451, 62.0901709397765,71.576148504015
0.2, 101.376829593614, 62.0897035252466,71.5709401706812
0.233333333333333, 101.830271767765, 60.7195446043251,73.0554019764132
0.266666666666667, 101.796250667338, 60.6797743051798,73.2544537926616
0.3, 101.804487179089, 60.6794037122312,73.395335870654
0.333333333333333, 101.837139422679, 60.6243756673598,73.5914162659563
0.366666666666667, 101.854801014559, 60.5930021363773,73.6672943375435
0.4, 102.269811698315, 60.5775841342404,74.2275841345607
0.433333333333333, 102.146387553017, 60.6274338938553,74.1031817574226
0.466666666666667, 103.813928952578, 63.1532552079155,76.8187733706793
0.5, 103.772996794459, 63.117190838258,76.7759381676873
0.533333333333333, 103.810323183348, 63.0917000530022,76.8557491986703
0.566666666666667, 103.813969016681, 63.0966446309935,76.8571280715335
0.6, 103.811384882066, 63.0940771897543,76.8655782584994
0.633333333333333, 103.793205795527, 63.0995092143268,76.865401308713
0.666666666666667, 103.782405181211, 63.1095920134719,76.8274338941834
0.7, 103.780886083989, 63.1136818906086,76.8240985576449
0.733333333333333, 100.923313968651, 61.481764155589,75.0187700319599
0.766666666666667, 100.932411858608, 61.482108039136,75.0277811163624
0.8, 100.930298477198, 61.4818542998197,75.0258046206359
0.833333333333333, 100.933069577625, 61.4823050209735,75.0287393161487
0.866666666666667, 100.92846220583, 61.4828659184094,75.0253205127297
0.9, 100.92923677848, 61.4832532047342,75.0255608973452
0.933333333333333, 100.926055021001, 61.4841179216145,75.0247696313194
0.966666666666667, 101.677073316941, 61.2175280444841,75.6337272969458
1, 101.680969550915, 61.2160456726893,75.644851762758
1.03333333333333, 101.679263487881, 61.2163795402106,75.6410990918178
1.06666666666667, 101.681891025274, 61.2160657047406,75.6447115383991
1.1, 101.679470485744, 61.2159889152106,75.6407218215186
1.13333333333333, 101.678679219719, 61.2187199515355,75.6409955928861
1.16666666666667, 101.679143295574, 61.2188301278176,75.6411858973734
1.2, 101.677046607539, 61.2188167731167,75.6371127136127
1.23333333333333, 104.97331730729, 63.2474425743703,79.1390024038432
1.26666666666667, 104.975631009213, 63.2493422805669,79.1410089476467
1.3, 104.97199185323, 63.2438802079174,79.1366152510655
1.33333333333333, 104.955608973957, 63.2312366448834,79.1205395299118
1.36666666666667, 104.94276509041, 63.2368055551397,79.1277510683731
1.4, 104.950597622461, 63.230825987832,79.1598323985008
1.43333333333333, 104.919504540197, 63.2509982634725,79.1322616185851
1.46666666666667, 104.502657585086, 62.9583400102716,79.3066306089659
1.5, 104.510713808376, 62.9656517089894,79.3160790598206
1.53333333333333, 104.508386751752, 62.9576756139041,79.3156083066152
1.56666666666667, 104.480368589359, 62.9414997324942,79.279760950846
1.6, 104.498123664146, 62.9340277773663,79.3320913461456
1.63333333333333, 104.48905248359, 62.93502270258,79.3254607371711
1.66666666666667, 104.485914128889, 62.9389222752294,79.328024839735
1.7, 104.46358506906, 62.9518095615539,79.3064569978545
1.73333333333333, 103.35866386182, 63.0206396897572,78.8562433226308
1.76666666666667, 103.349969951564, 63.0272068639023,78.8478265224171
1.8, 103.36694377635, 63.0082431886891,78.8771000266904
1.83333333333333, 103.352524038102, 62.9979767624071,78.8811631944265
1.86666666666667, 103.305939502846, 63.0266159183896,78.8516559828862
1.9, 103.303165063744, 63.0355168265091,78.8429153311747
1.93333333333333, 103.272753071223, 63.0634915861241,78.8080829326712
1.96666666666667, 103.051959802004, 63.4077958062064,79.3221654647302
2, 103.05346220585, 63.4101395562064,79.3224659454994
2.03333333333333, 103.055505475081, 63.4117788457361,79.3243589743456
2.06666666666667, 103.039626735765, 63.4038361374027,79.3096320779779
2.1, 103.046958466533, 63.4073484237274,79.3343115651577
2.13333333333333, 103.043189102217, 63.4090945508641,79.3257211538326
2.16666666666667, 103.038691906705, 63.4141626598384,79.3287192841746
2.2, 103.023694577645, 63.4271467677443,79.3084501869511
2.23333333333333, 101.084465143915, 61.1694678147866,77.4936531783509
2.26666666666667, 101.090745191992, 61.1736311427779,77.4983106302744
2.3, 101.102991452676, 61.157752403462,77.5108506943766
2.33333333333333, 101.025253739001, 61.1186698714113,77.4419471153163
2.36666666666667, 101.020930154599, 61.1401509077357,77.4353432157432
2.4, 101.042447916351, 61.1346320776077,77.4520332531363
2.43333333333333, 101.006416933445, 61.1513154376501,77.4096888354013
2.46666666666667, 100.21567507983, 60.7553018158615,77.2081196580443
2.5, 100.211211271069, 60.7537893959897,77.2062199518477
2.53333333333333, 100.218145699488, 60.7446781513319,77.2097422541979
2.56666666666667, 100.187960736881, 60.738351361802,77.1914897168048
2.6, 100.202871260386, 60.7287226224859,77.2290564903093
2.63333333333333, 100.199682825557, 60.7258112976996,77.2259314903092
2.66666666666667, 100.199098557394, 60.7305088137251,77.2251802883862
2.7, 100.180375266796, 60.740945512443,77.2046207264205
2.73333333333333, 100.484274839447, 60.9980836000451,77.7227363781284
2.76666666666667, 100.46651976466, 61.0106570508996,77.7224358973594
2.8, 100.48136351466, 60.999973290216,77.72713675206
2.83333333333333, 100.439933893934, 60.9905548874384,77.6868289262051
2.86666666666667, 100.423881543506, 61.0039463137202,77.6756076388112
2.9, 100.432642227267, 61.0034688831647,77.6928652509905
