Segundos, R, G, B
0, 62,6242722979871, 0,251725889718817,189,761663829055
0,0333333333333333, 62,6255066455275, 0,254246759666085,189,761753075551
0,0666666666666667, 62,6214191565137, 0,252520869947288,189,766127526352
0,1, 62,5949253076506, 0,252595013181024,189,752250384407
0,133333333333333, 62,6002032074786, 0,25289295913885,189,753227976692
0,166666666666667, 62,5996842048422, 0,254563927943766,189,753521803574
0,2, 62,6007620277774, 0,252298440246057,189,750733194174
0,233333333333333, 62,5796696507899, 0,252611489455189,189,744827822881
0,266666666666667, 62,6078550638075, 0,254541959578212,189,765689532044
0,3, 62,6055978142464, 0,254548824692448,189,763704141006
0,333333333333333, 62,6042865774298, 0,257502196836565,189,759191014903
0,366666666666667, 62,5868230998293, 0,252627965729354,189,733374066282
0,4, 62,602270979891, 0,254540586555365,189,759248681855
0,433333333333333, 62,601541904759, 0,254548824692448,189,754633952071
0,466666666666667, 62,6023451231247, 0,253315850175744,189,761286247753
0,5, 62,5778270541432, 0,252611489455189,189,74399577103
0,533333333333333, 62,5943747254956, 0,252059534270662,189,748562445037
0,566666666666667, 62,5943609952672, 0,254532348418282,189,750402295647
0,6, 62,5938625879735, 0,25736214850616,189,749019661646
0,633333333333333, 62,5795845233847, 0,252595013181024,189,717106491505
0,666666666666667, 62,5946795365682, 0,254524110281199,189,747098802666
0,7, 62,5946740444768, 0,254532348418282,189,744196232369
0,733333333333333, 62,5940781525606, 0,253568486379624,189,747172945914
0,766666666666667, 62,5812596112586, 0,252595013181024,189,739217651508
0,8, 62,5918799429821, 0,254518618189811,189,748261753015
0,833333333333333, 62,5789996156505, 0,252570298769776,189,719336280607
0,866666666666667, 62,5829429372682, 0,254163005272412,189,739393398377
0,9, 62,5831818432447, 0,252553822495611,189,750380327189
0,933333333333333, 62,5855942443876, 0,252089740773291,189,749577108815
0,966666666666667, 62,5872253955315, 0,252746045694205,189,757890762237
1, 62,596172012404, 0,254268728031639,189,765825461286
1,03333333333333, 62,5879009227721, 0,252266860720567,189,742330294245
1,06666666666667, 62,5919032843724, 0,251271419156425,189,755334193642
1,1, 62,5914858854269, 0,254046298330408,189,749378020527
1,13333333333333, 62,5914350835819, 0,253033007469242,189,751639389147
1,16666666666667, 62,5874437061656, 0,252496155536033,189,747867695381
1,2, 62,5956708590673, 0,251552888840082,189,753471001645
1,23333333333333, 62,5854336007184, 0,252218804920918,189,749935467786
1,26666666666667, 62,6132194640813, 0,254270101054486,189,787725175662
1,3, 62,5935344355239, 0,251334578207392,189,766336225766
1,33333333333333, 62,5937239126768, 0,252169376098423,189,772432447181
1,36666666666667, 62,6151746486176, 0,254784984622144,189,789423604943
1,4, 62,5986599298091, 0,250803218365561,189,772906140085
1,43333333333333, 62,5653888401774, 0,253843090949033,189,748378459931
1,46666666666667, 62,5540517905275, 0,251293387521972,189,74304289313
1,5, 62,5726672342927, 0,253120880931461,189,752000494193
1,53333333333333, 62,5415270761136, 0,25312637302285,189,73055525035
1,56666666666667, 62,5443541301564, 0,250972100175753,189,730479734104
1,6, 62,5326587215424, 0,251195902899828,189,721431513528
1,63333333333333, 62,5514677615282, 0,251492475834805,189,733652789914
1,66666666666667, 62,5349461776109, 0,252520869947278,189,727239400187
1,7, 62,538463862146, 0,252942387961339,189,730822989812
1,73333333333333, 62,5223239785749, 0,251195902899828,189,723739564938
1,76666666666667, 62,552395924973, 0,251588587434102,189,73659929694
1,8, 62,5424154218952, 0,25289433216169,189,73046874992
1,83333333333333, 62,54636698165, 0,253002800966611,189,731328262219
1,86666666666667, 62,53149577119, 0,251228855448158,189,720576120285
1,9, 62,5618450682087, 0,251941454305801,189,728700296485
1,93333333333333, 62,5498736820023, 0,252865498681901,189,721435632609
1,96666666666667, 62,5466882689972, 0,250564312390163,189,721704745094
2, 62,5192854790218, 0,251120386643238,189,718412236284
2,03333333333333, 62,5543401253261, 0,253059094903342,189,728280151501
2,06666666666667, 62,5421394443058, 0,25028146968366,189,725314422163
2,1, 62,5461788775229, 0,253059094903342,189,724237972247
2,13333333333333, 62,5330047233022, 0,251120386643238,189,718961445425
2,16666666666667, 62,5550211446581, 0,253059094903342,189,72889526574
2,2, 62,5330115884267, 0,25028146968366,189,718811785945
2,23333333333333, 62,5358647299037, 0,253059094903342,189,717010379966
2,26666666666667, 62,5222292400063, 0,251125878734626,189,714040531528
2,3, 62,5287922892169, 0,253064586994731,189,712200680931
2,33333333333333, 62,5247734513427, 0,250286961775048,189,714242365912
2,36666666666667, 62,5276128625912, 0,251611928822499,189,715450626003
2,4, 62,5219216828887, 0,251125878734626,189,713337543833
2,43333333333333, 62,5255395980916, 0,252581282952551,189,716917014402
2,46666666666667, 62,5247734513427, 0,250286961775048,189,713539378212
2,5, 62,5255162567032, 0,252581282952551,189,716190685313
2,53333333333333, 62,5219216828887, 0,251125878734626,189,712634556133
2,56666666666667, 62,5285163116228, 0,252070518453427,189,718111544272
2,6, 62,5275249891269, 0,251964795694203,189,708036302623
2,63333333333333, 62,5284270651377, 0,252070518453427,189,710673879498
2,66666666666667, 62,5250192224304, 0,251125878734626,189,701562499908
2,7, 62,5308628076686, 0,252626592706505,189,70688570949
2,73333333333333, 62,4302930031845, 0,107104020210893,189,686894496849
2,76666666666667, 62,4316728911461, 0,107128734622141,189,688145320662
2,8, 76,8700653558353, 8,16549593586429,175,617733963999
2,83333333333333, 76,8722429700514, 8,15068788445412,175,676874177109
2,86666666666667, 87,514302778939, 15,1324211885156,164,0028092048
2,9, 101,856425746785, 24,6124450790922,150,647808655875
2,93333333333333, 115,350182612184, 33,5838299099625,137,360888071218
2,96666666666667, 129,415899604805, 43,2094628733537,123,26193843364
3, 129,459994233457, 43,1714713311792,123,241882688911
3,03333333333333, 142,760933381378, 52,134778668681,109,954017464627
3,06666666666667, 153,271815959984, 59,1644249780367,99,6239592487573
3,1, 167,554219299395, 68,0900236159392,85,8893110174486
3,13333333333333, 180,848230172647, 77,2572111160492,71,7599502964284
3,16666666666667, 180,758387795952, 77,2940397079016,71,6923357863057
3,2, 195,573114839983, 87,0518192551781,57,364764114862
3,23333333333333, 209,027969848416, 96,2139251977292,43,8513386974575
3,26666666666667, 219,198594024903, 103,019814092934,33,5851576230481
3,3, 232,894517519196, 112,076116267717,19,9316976055625
3,33333333333333, 232,922540915387, 112,047058985135,19,9155549759623
3,36666666666667, 247,574557884495, 121,956269222444,5,36046518015312
3,4, 253,409788279678, 125,72154959363,0,420904272846377
3,43333333333333, 253,378174428707, 125,681219793548,0,421276362038036
3,46666666666667, 253,349637521807, 125,70317168282,0,420600834797297
3,5, 253,325987203254, 125,706525977643,0,426452658171621
3,53333333333333, 253,324192662427, 125,716694584844,0,423676405974802
3,56666666666667, 253,316765981882, 125,703192278171,0,4192319310187
3,6, 253,366698703691, 125,679926406024,0,425906195078473
3,63333333333333, 253,365847429525, 125,679561181947,0,425668662125928
3,66666666666667, 253,367083150089, 125,680887522017,0,426355173549472
3,7, 253,355832600936, 125,674214630982,0,420070847978284
3,73333333333333, 253,376396364018, 125,691413115154,0,426102537345589
3,76666666666667, 253,370536302528, 125,697974791341,0,41491240114176
3,8, 253,366811291592, 125,701742366037,0,413424044375511
3,83333333333333, 253,34937115551, 125,692617256183,0,403660478909802
3,86666666666667, 253,391094573643, 125,690640103283,0,411764059753392
3,9, 253,38806431222, 125,691977427534,0,410068376537234
3,93333333333333, 253,405368519092, 125,685348473227,0,411937060632124
3,96666666666667, 253,356874725301, 125,723022847116,0,374899769331678
4, 253,380306733362, 125,721627855839,0,375875988576104
4,03333333333333, 253,390832326485, 125,734376373011,0,373232919595359
4,06666666666667, 253,394450241663, 125,728556129127,0,380707655975043
4,1, 253,389481272006, 125,735097210007,0,372763345781649
4,13333333333333, 253,374003185485, 125,732274275029,0,367403064586577
4,16666666666667, 253,397761972732, 125,731203317231,0,373217816344038
4,2, 253,397404986792, 125,731363960904,0,372852592266712
4,23333333333333, 253,398239784682, 125,73104404658,0,373206832161262
4,26666666666667, 253,38814806679, 125,725060413008,0,368449307996065
4,3, 253,396571561926, 125,731017959146,0,373353745605898
4,33333333333333, 253,365257029905, 125,74774549648,0,372387137521549
4,36666666666667, 253,385624450824, 125,73594299209,0,373206832161262
4,4, 253,353637137607, 125,745710676609,0,368743134885339
4,43333333333333, 253,380972649445, 125,73856134665,0,372458534709592
4,46666666666667, 253,361814861659, 125,752496155525,0,372766091827338
4,5, 253,380128240397, 125,739331612468,0,372680964410819
4,53333333333333, 253,354202823018, 125,7457642245,0,36843832381328
4,56666666666667, 253,380327328707, 125,738868903768,0,372575241651594
4,6, 253,361755821675, 125,752154272835,0,37257661467444
4,63333333333333, 253,379761643295, 125,739179206931,0,372885544815036
4,66666666666667, 253,354193211858, 125,746077273709,0,368454800087445
4,7, 253,360032678005, 125,751576230217,0,372137247363366
4,73333333333333, 253,359825351555, 125,751444420023,0,371972484621714
4,76666666666667, 253,360417124404, 125,751993629162,0,372225120825579
4,8, 253,336728361235, 125,760642300069,0,367773780755288
4,83333333333333, 253,346648451279, 125,764008952093,0,371708864235071
4,86666666666667, 253,346055305407, 125,763451504817,0,371449362916971
4,9, 253,346651197325, 125,763984237682,0,371744562829095
4,93333333333333, 253,339663884076, 125,758398780735,0,368534435412581
4,96666666666667, 253,346651197325, 125,763986983727,0,3716951340066
5, 253,346036083088, 125,763440520634,0,371454855008359
5,03333333333333, 253,346651197325, 125,763986983727,0,371958754393242
5,06666666666667, 253,337027680213, 125,760507743829,0,368204909929275
5,1, 253,36756508133, 125,749647133113,0,372013675307126
5,13333333333333, 253,366906030362, 125,749210511848,0,371740443760555
5,16666666666667, 253,367213587484, 125,749713038211,0,372343200790428
5,2, 253,360489894619, 125,744031469663,0,368644277240344
5,23333333333333, 253,367609018061, 125,749361544361,0,372343200790428
5,26666666666667, 253,366686346711, 125,749210511848,0,372048000878304
5,3, 253,367257524218, 125,74971303821,0,372343200790428
5,33333333333333, 253,357612038738, 125,746711610262,0,368314751757042
5,36666666666667, 253,366268947766, 125,750503899371,0,37203564367268
5,4, 253,365697770259, 125,750001373009,0,371740443760555
5,43333333333333, 253,366268947766, 125,750503899371,0,37203564367268
5,46666666666667, 253,359237697786, 125,745129887942,0,368600340509238
5,5, 253,366268947766, 125,750503899371,0,37203564367268
5,53333333333333, 253,365697770259, 125,750001373009,0,371740443760555
5,56666666666667, 253,366268947766, 125,750503899371,0,37203564367268
5,6, 253,357612038738, 125,746711610262,0,368556403778132
5,63333333333333, 253,366268947766, 125,750503899371,0,37203564367268
5,66666666666667, 253,365697770259, 125,750001373009,0,371740443760555
5,7, 253,366268947766, 125,750503899371,0,37203564367268
5,73333333333333, 253,358688488647, 125,745481381791,0,368600340509238
5,76666666666667, 253,362749890214, 125,748007743835,0,370081832161252
5,8, 253,337950351561, 125,759859677044,0,367809479349316
5,83333333333333, 253,350024714461, 125,764685852356,0,372726274164769
5,86666666666667, 253,345669485987, 125,764915147171,0,372525812829094
5,9, 253,367452493461, 125,752697989879,0,373039323373909
5,93333333333333, 253,35857864682, 125,741859347519,0,370427833918728
5,96666666666667, 253,373083260148, 125,741311511403,0,374691069858972
6, 253,34735693109, 125,760510489858,0,374836610280768
6,03333333333333, 253,354128679735, 125,756471056654,0,374373901581296
6,06666666666667, 253,341588862097, 125,748710731515,0,370217761423131
6,1, 253,340716992597, 125,74644112475,0,370320738136659
